"from_node","to_node","lcp_length_m","lcp_cost"
11354,11629,3142.20346110532,272064.628574371
11565,11651,1476.39610306789,59030.0528907776
11665,11725,1421.54328932551,54082.5432472229
11678,11789,1853.08657865101,97258.8197364807
11693,11715,1023.38095116624,31132.3439369202
11698,11827,1166.10173055266,39527.3602027893
11702,11752,2224.62986797652,144013.783481598
11704,11709,1078.23376490863,34536.2421646118
11706,11858,3161.02597104441,289250.476596832
11728,11885,1191.83766184074,37477.1910438538
11603,11732,2978.52813742385,229777.158359528
11704,11735,1455.80735803743,61177.0678138733
11741,11799,1016.98484809835,27196.9784889221
11747,11807,1043.9696961967,30935.9336891174
11748,11797,1779.77705423413,93663.091053009
11752,11792,926.101730552664,25504.0459632874
11761,11803,1486.69047558312,58015.2360877991
11765,11770,512.132034355964,7288.96727371216
11772,11790,1306.69047558312,45385.3752479553
11774,11893,1272.42640687119,40870.1269798279
11728,11778,1537.27922061358,59829.6136512756
11780,11872,876.396103067893,22553.0999946594
11784,11992,2432.49783362055,167042.010349274
11787,11802,454.264068711929,6236.0291557312
11790,11836,908.528137423857,24560.2559890747
11795,11957,3187.12770159707,300147.293582916
11770,11796,1112.13203435596,31842.7752113342
11765,11797,694.264068711929,13948.6394233704
11799,11831,696.396103067893,14467.9393234253
11814,11888,916.690475583121,23562.3492164612
11807,11824,3539.4826817189,342565.940097809
11827,11914,829.705627484771,17869.5900917053
11787,11834,1324.26406871193,46186.7009010315
11859,11948,1503.38095116624,64563.091342926
11879,11933,1011.83766184074,27501.0053443909
11802,11881,1068.82250993909,32906.2562599182
11893,11926,1022.13203435596,27019.8650550842
11899,11923,787.279220613579,16001.0191688538
11902,11967,626.98484809835,11042.5383491516
