"species","period","from_id","to_id","area_i_ha","area_j_ha","length_km","cost_mean","cost_max"
"GEN","Early",2760,2762,9.09576735634255,7.0245065956706,1.90970562748477,239.134367294312,584.053283691406
"GEN","Early",2697,2778,23.0567528776969,121.587698455371,2.29279220613578,86.1578215789795,241.361923217773
"GEN","Early",2786,2818,6.21380394110337,6.84418465671354,0.464558441227157,107.422360992432,191.543594360352
"GEN","Early",2836,2957,46.1157863709217,13.2402622948437,1.17852813742386,76.0666898345947,178.989120483398
"GEN","Early",2880,2890,7.02435672637085,9.63595756787095,0.499705627484771,105.463154449463,147.312240600586
"GEN","Early",2904,2989,19.724063584439,6.39455684883506,0.872132034355964,170.145071296692,336.104797363281
"GEN","Early",2957,3017,13.2402622948437,7.20558741036073,0.92698484809835,161.447451934814,349.417449951172
"GEN","Early",2980,3007,20.2631692069436,6.03393251676846,0.529705627484771,89.3497653198242,176.364562988281
"GEN","Early",2993,3099,8.73536541461035,23.6844617208948,1.5779393923934,107.474699707031,246.883544921875
"GEN","Early",3017,3029,7.20558741036073,19.7253106811123,0.59698484809835,137.606749267578,258.963836669922
"GEN","Early",3099,3194,23.6844617208948,5.85357404129313,0.81,86.3441384887695,175.775604248047
"GEN","Early",3114,3117,7.20561353352476,6.75525360589385,0.942426406871193,200.676257400513,400.519439697266
"GEN","Early",3124,3250,34.6766312081429,14.8613746490866,1.9619090885901,138.383342666626,343.279907226562
"GEN","Early",3134,3286,44.3116918406021,15.5811883655259,1.68249783362056,103.313690567017,285.482299804688
"GEN","Early",3114,3150,7.20561353352476,18.1942024167614,1.32124891681028,252.723171844482,556.092834472656
"GEN","Early",3160,3167,6.12467173966929,14.6812199789857,0.879411254969543,87.5268253326416,203.333618164062
"GEN","Early",3192,3324,12.0664134161748,7.74416614494893,2.0519090885901,190.077440109253,417.588775634766
"GEN","Early",3214,3227,379.044706575206,36.8325608425801,1.67183766184073,79.9578005981445,180.589126586914
"GEN","Early",3194,3227,5.85357404129313,36.8325608425801,1.23639610306789,165.624277191162,309.875122070312
"GEN","Early",3167,3250,14.6812199789857,14.8613746490866,1.23852813742386,147.224068450928,256.346557617188
"GEN","Early",3286,3359,15.5811883655259,86.3722087752921,1.64308657865101,98.5362596893311,216.438858032227
"GEN","Early",3287,3323,14.2310460499464,7.20559034258848,0.639411254969543,120.256447296143,194.490997314453
"GEN","Early",3321,3323,5.404188195518,7.20559034258848,0.614558441227157,116.524433746338,180.739776611328
"GEN","Early",3378,3882,3887.84494023467,5.49326589027008,3.86558441227156,65.8664772415161,131.542083740234
"GEN","Early",3393,3514,30.6187453169164,9.36574945366795,1.12154328932551,154.37923538208,326.091552734375
"GEN","Early",3324,3421,7.74416614494893,83.0239970423354,2.10676190233248,268.389485931397,585.595886230469
"GEN","Early",3426,3508,35.213955208065,27.9189012553262,1.25823376490863,136.756942100525,275.019165039062
"GEN","Early",3449,3504,78.9863654613297,10.8076769028305,1.15970562748477,84.7193621826172,187.593933105469
"GEN","Early",3460,3583,50.0786995922088,10.8984349020346,1.04823376490863,86.4586730194092,162.29850769043
"GEN","Early",3462,3469,88.8952180326151,5.49401672880536,1.08941125496954,77.6772559356689,185.245635986328
"GEN","Early",3483,3571,19.095059023758,7.56596185178131,0.866101730552664,132.911029548645,304.350250244141
"GEN","Early",3469,3531,5.49401672880536,130.505391737218,1.04485281374239,89.2734493255615,206.570449829102
"GEN","Early",3531,3562,130.505391737218,7.38535883855869,2.10941125496954,311.223898696899,712.406188964844
"GEN","Early",3569,3722,11.7993769766293,6.66529661292516,1.40485281374239,234.359784698486,520.782165527344
"GEN","Early",3582,4060,1840.22180687916,7.29490908430324,2.47279220613578,84.0239184951782,202.939727783203
"GEN","Early",3598,3882,22.0632544876346,5.49326589027008,2.52161471607487,108.567445449829,229.714263916016
"GEN","Early",3531,3603,130.505391737218,45.033058788491,1.47852813742386,77.2183125686645,208.866775512695
"GEN","Early",3514,3630,9.36574945366795,21.1630244837029,1.40911688245431,223.109782714844,522.700561523438
"GEN","Early",3635,3851,5.04395134667448,5.40424877125492,3.03073159852918,712.554145736694,1456.89929199219
"GEN","Early",3638,3639,9.63748501515646,6.75525118194397,0.512132034355964,70.823377532959,134.625396728516
"GEN","Early",3682,3795,20.3557803825994,6.21482409191553,0.98095454429505,119.975919342041,277.86279296875
"GEN","Early",3731,3953,479.360908768687,6.75536982923974,0.796690475583121,103.6699659729,222.18115234375
"GEN","Early",3733,4050,417.261100107696,94.4752696355251,3.26984848098349,180.590301895142,652.564208984375
"GEN","Early",3745,3895,30.0788215128885,7.56470944951222,1.09066017177982,127.910649871826,270.403015136719
"GEN","Early",3762,3817,6.75519576190893,19.9052812436807,1.03367532368147,179.176544342041,376.696533203125
"GEN","Early",3780,3839,5.85455478187902,6.48504579725944,0.432426406871193,84.0038750457764,146.037780761719
"GEN","Early",3785,3849,49.3582412892786,8.91691887372274,0.787279220613579,94.7875680541992,162.310287475586
"GEN","Early",3795,3849,6.21482409191553,8.91691887372274,0.404558441227157,94.9626914215088,155.248611450195
"GEN","Early",3851,3950,5.40424877125492,22.0673706995915,1.89036579926459,292.017152099609,685.383422851562
